Clave,Nombre,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/
26018,Cajeme,182,7,2547,61,ND,134742,ND,ND,ND,ND,ND,ND,ND,2992,2490,ND,ND,7,2547,64,ND,ND,ND,ND,ND,ND,ND,ND,ND,2992,2490,ND,487,7,2547,64,ND,ND,ND,ND,ND,ND,ND,10,1,2992,2490,ND,487,7,2547,64,49,116849,49,49,49,ND,ND,ND,ND,2992,2490,ND,487,7,2547,65,40,102882,40,40,40,ND,ND,ND,ND,2992,2490,ND,487,7,2547,65,40,105488,40,40,40,ND,ND,ND,ND,2992,2490,ND
26019,Cananea,11,0,0,0,ND,10453,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,47,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,47,0,0,0,12,10405,12,12,12,ND,ND,ND,ND,0,0,ND,47,0,0,0,12,8904,12,12,12,ND,ND,ND,ND,0,0,0,47,0,0,0,12,10279,12,12,12,ND,ND,ND,ND,0,0,0
26020,Carbó,3,0,0,0,ND,1410,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,33,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,33,0,0,0,2,1192,2,2,2,ND,ND,ND,ND,0,0,ND,33,0,0,0,2,1197,2,2,2,ND,ND,ND,ND,0,0,0,33,0,0,0,2,1251,2,2,2,ND,ND,ND,ND,0,0,0
26021,La Colorada,10,0,0,0,ND,175,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,119,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,119,0,0,0,6,160,6,5,5,ND,ND,ND,ND,0,0,ND,119,0,0,0,6,160,6,6,6,ND,ND,ND,ND,0,0,0,119,0,0,0,6,178,6,6,6,ND,ND,ND,ND,0,0,0
26022,Cucurpe,6,0,0,0,ND,210,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,110,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,110,0,0,0,1,254,1,1,1,ND,ND,ND,ND,0,0,ND,110,0,0,0,1,252,1,1,1,ND,ND,ND,ND,0,0,0,110,0,0,0,1,259,1,1,1,ND,ND,ND,ND,0,0,0
26023,Cumpas,11,0,0,0,ND,2321,ND,ND,ND,ND,ND,ND,ND,18,16,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,18,16,ND,24,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,18,16,ND,24,0,0,0,9,1108,9,4,4,ND,ND,ND,ND,18,16,ND,24,0,0,0,9,1122,9,4,4,ND,ND,ND,ND,18,16,ND,24,0,0,0,9,1154,9,4,4,ND,ND,ND,ND,18,16,ND
26024,Divisaderos,2,0,0,0,ND,252,ND,ND,ND,ND,ND,ND,ND,4,4,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,4,4,ND,6,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,4,4,ND,6,0,0,0,1,268,1,1,1,ND,ND,ND,ND,4,4,ND,6,0,0,0,1,262,1,1,1,ND,ND,ND,ND,4,4,ND,6,0,0,0,1,268,1,1,1,ND,ND,ND,ND,4,4,ND
26025,Empalme,12,0,0,0,ND,14704,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,97,0,0,0,ND,ND,ND,ND,ND,ND,ND,1,ND,0,0,ND,97,0,0,0,12,12586,12,2,2,ND,ND,ND,ND,0,0,ND,97,0,0,0,12,11823,12,2,2,ND,ND,ND,ND,0,0,0,97,0,0,0,12,12178,12,2,2,ND,ND,ND,ND,0,0,0
26026,Etchojoa,53,0,0,0,ND,9250,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,130,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,130,0,0,0,106,2786,106,11,11,ND,ND,ND,ND,0,0,ND,130,0,0,0,108,2686,108,14,14,ND,ND,ND,ND,0,0,0,130,0,0,0,108,2686,108,14,14,ND,ND,ND,ND,0,0,0
26027,Fronteras,7,0,0,0,ND,1430,ND,ND,ND,ND,ND,ND,ND,15,14,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,15,14,ND,43,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,15,14,ND,43,0,0,0,5,341,5,3,3,ND,ND,ND,ND,15,14,ND,43,0,0,0,6,1302,6,4,4,ND,ND,ND,ND,15,14,ND,43,0,0,0,6,1276,6,4,4,ND,ND,ND,ND,15,14,ND
26028,Granados,3,0,0,0,ND,480,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,5,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,5,0,0,0,0,502,0,1,1,ND,ND,ND,ND,0,0,ND,5,0,0,0,1,476,1,1,1,ND,ND,ND,ND,0,0,0,5,0,0,0,1,476,1,1,1,ND,ND,ND,ND,0,0,0
26029,Guaymas,56,0,0,0,ND,31744,ND,ND,ND,ND,ND,ND,ND,33,29,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,33,29,ND,342,0,0,0,ND,ND,ND,ND,ND,ND,ND,1,1,33,29,ND,342,0,0,0,28,35716,28,2,2,ND,ND,ND,ND,33,29,ND,342,0,0,0,28,27877,28,2,2,ND,ND,ND,ND,33,29,ND,342,0,0,0,28,28713,28,2,2,ND,ND,ND,ND,33,29,ND
26030,Hermosillo,119,0,0,0,ND,210550,ND,ND,ND,ND,ND,ND,ND,370,265,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,370,265,ND,86,0,0,0,ND,ND,ND,ND,ND,ND,ND,4,ND,370,265,ND,86,0,0,0,54,226011,54,4,4,ND,ND,ND,ND,370,265,ND,86,0,0,0,54,233623,54,1,1,ND,ND,ND,ND,370,265,ND,86,0,0,0,56,242429,56,2,2,ND,ND,ND,ND,370,265,ND
26031,Huachinera,3,0,0,0,ND,349,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,14,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,14,0,0,0,1,299,1,1,1,ND,ND,ND,ND,0,0,ND,14,0,0,0,1,301,1,1,1,ND,ND,ND,ND,0,0,0,14,0,0,0,1,303,1,1,1,ND,ND,ND,ND,0,0,0
26032,Huásabas,2,0,0,0,ND,477,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,1,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,1,0,0,0,1,464,1,1,1,ND,ND,ND,ND,0,0,ND,1,0,0,0,1,463,1,2,2,ND,ND,ND,ND,0,0,0,1,0,0,0,1,463,1,2,2,ND,ND,ND,ND,0,0,0
26033,Huatabampo,36,10,336,9,ND,14967,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,9,321,8,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,179,9,321,8,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,179,9,321,8,62,9507,62,2,2,ND,ND,ND,ND,0,0,ND,179,9,321,8,65,9648,65,3,3,ND,ND,ND,ND,0,0,0,179,9,321,8,65,9808,65,3,3,ND,ND,ND,ND,0,0,0
26034,Huépac,4,0,0,0,ND,533,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,8,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,8,0,0,0,3,366,3,3,3,ND,ND,ND,ND,0,0,ND,8,0,0,0,3,503,3,3,3,ND,ND,ND,ND,0,0,0,8,0,0,0,3,503,3,3,3,ND,ND,ND,ND,0,0,0
26035,Imuris,9,0,0,0,ND,5640,ND,ND,ND,ND,ND,ND,ND,31,27,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,31,27,ND,80,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,31,27,ND,80,0,0,0,12,4214,12,4,4,ND,ND,ND,ND,31,27,ND,80,0,0,0,12,2922,12,7,7,ND,ND,ND,ND,31,27,ND,80,0,0,0,12,2958,12,7,7,ND,ND,ND,ND,31,27,ND
26036,Magdalena,9,0,0,0,ND,7999,ND,ND,ND,ND,ND,ND,ND,4,4,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,4,4,ND,92,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,4,4,ND,92,0,0,0,140,7501,140,8,8,ND,ND,ND,ND,4,4,ND,92,0,0,0,140,7709,140,8,8,ND,ND,ND,ND,4,4,ND,92,0,0,0,18,7785,18,8,8,ND,ND,ND,ND,4,4,ND
26037,Mazatán,3,0,0,0,ND,500,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,11,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,11,0,0,0,1,431,1,1,1,ND,ND,ND,ND,0,0,ND,11,0,0,0,1,448,1,1,1,ND,ND,ND,ND,0,0,0,11,0,0,0,1,448,1,1,1,ND,ND,ND,ND,0,0,0
26038,Moctezuma,5,0,0,0,ND,1613,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,13,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,13,0,0,0,4,1650,4,2,2,ND,ND,ND,ND,0,0,ND,13,0,0,0,4,1691,4,2,2,ND,ND,ND,ND,0,0,0,13,0,0,0,4,1721,4,2,2,ND,ND,ND,ND,0,0,0
26039,Naco,4,0,0,0,ND,1800,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,5,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,5,0,0,0,3,1986,3,1,1,ND,ND,ND,ND,0,0,ND,5,0,0,0,3,1892,3,1,1,ND,ND,ND,ND,0,0,0,5,0,0,0,3,1892,3,1,1,ND,ND,ND,ND,0,0,0
26040,Nácori Chico,17,0,0,0,ND,477,ND,ND,ND,ND,ND,ND,ND,3,3,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,3,3,ND,23,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,3,3,ND,23,0,0,0,5,405,5,1,1,ND,ND,ND,ND,3,3,ND,23,0,0,0,5,405,5,1,1,ND,ND,ND,ND,3,3,ND,23,0,0,0,5,422,5,1,1,ND,ND,ND,ND,3,3,ND
26041,Nacozari de García,5,0,0,0,ND,2732,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,39,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,39,0,0,0,7,3118,7,7,7,ND,ND,ND,ND,0,0,ND,39,0,0,0,7,3225,7,7,7,ND,ND,ND,ND,0,0,0,39,0,0,0,7,3451,7,7,7,ND,ND,ND,ND,0,0,0
26042,Navojoa,110,0,0,0,ND,40831,ND,ND,ND,ND,ND,ND,ND,9,8,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,9,8,ND,250,0,0,0,ND,ND,ND,ND,ND,ND,ND,1,1,9,8,ND,250,0,0,0,91,34320,91,3,3,ND,ND,ND,ND,9,8,ND,250,0,0,0,98,32401,98,3,3,ND,ND,ND,ND,9,8,ND,250,0,0,0,98,35600,98,3,3,ND,ND,ND,ND,9,8,ND
26043,Nogales,54,0,0,0,ND,30572,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,79,0,0,0,ND,ND,ND,ND,ND,ND,ND,1,1,0,0,ND,79,0,0,0,5,43351,5,1,1,ND,ND,ND,ND,0,0,ND,79,0,0,0,5,45895,5,1,1,ND,ND,ND,ND,0,0,0,79,0,0,0,5,48412,5,1,1,ND,ND,ND,ND,0,0,0
26044,Onavas,4,0,0,0,ND,114,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,24,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,24,0,0,0,2,129,2,1,1,ND,ND,ND,ND,0,0,ND,24,0,0,0,2,117,2,1,1,ND,ND,ND,ND,0,0,0,24,0,0,0,2,117,2,1,1,ND,ND,ND,ND,0,0,0
26045,Opodepe,9,0,0,0,ND,742,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,83,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,83,0,0,0,6,448,6,3,3,ND,ND,ND,ND,0,0,ND,83,0,0,0,6,448,6,4,4,ND,ND,ND,ND,0,0,0,83,0,0,0,6,449,6,4,4,ND,ND,ND,ND,0,0,0
26046,Oquitoa,1,0,0,0,ND,150,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,27,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,27,0,0,0,1,192,1,1,1,ND,ND,ND,ND,0,0,ND,27,0,0,0,1,384,1,1,1,ND,ND,ND,ND,0,0,0,27,0,0,0,1,384,1,1,1,ND,ND,ND,ND,0,0,0
26047,Pitiquito,3,0,0,0,ND,1650,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,151,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,151,0,0,0,7,1859,7,7,7,ND,ND,ND,ND,0,0,ND,151,0,0,0,7,1858,7,7,7,ND,ND,ND,ND,0,0,0,151,0,0,0,7,1858,7,7,7,ND,ND,ND,ND,0,0,0
26048,Puerto Peñasco,10,0,0,0,ND,12256,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,67,0,0,0,ND,ND,ND,ND,ND,ND,ND,1,1,0,0,ND,67,0,0,0,1,15408,1,1,1,ND,ND,ND,ND,0,0,ND,67,0,0,0,1,21632,1,1,1,ND,ND,ND,ND,0,0,0,67,0,0,0,1,20051,1,1,1,ND,ND,ND,ND,0,0,0
26049,Quiriego,12,0,0,0,ND,785,ND,ND,ND,ND,ND,ND,ND,18,8,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,18,8,ND,149,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,18,8,ND,149,0,0,0,8,308,8,2,2,ND,ND,ND,ND,18,8,ND,149,0,0,0,8,325,8,3,3,ND,ND,ND,ND,18,8,ND,149,0,0,0,8,325,8,3,3,ND,ND,ND,ND,18,8,ND
26050,Rayón,5,0,0,0,ND,595,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,15,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,15,0,0,0,4,561,4,1,1,ND,ND,ND,ND,0,0,ND,15,0,0,0,4,592,4,1,1,ND,ND,ND,ND,0,0,0,15,0,0,0,4,635,4,1,1,ND,ND,ND,ND,0,0,0
26051,Rosario,22,0,0,0,ND,1521,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,146,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,146,0,0,0,17,824,17,2,2,ND,ND,ND,ND,0,0,ND,146,0,0,0,16,855,16,2,2,ND,ND,ND,ND,0,0,0,146,0,0,0,16,898,16,2,2,ND,ND,ND,ND,0,0,0
26052,Sahuaripa,3,0,0,0,ND,1170,ND,ND,ND,ND,ND,ND,ND,30,27,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,30,27,ND,51,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,30,27,ND,51,0,0,0,10,1376,10,7,7,ND,ND,ND,ND,30,27,ND,51,0,0,0,10,1055,10,7,7,ND,ND,ND,ND,30,27,ND,51,0,0,0,10,1446,10,7,7,ND,ND,ND,ND,30,27,ND
26053,San Felipe de Jesús,2,0,0,0,ND,155,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,2,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,2,0,0,0,1,177,1,1,1,ND,ND,ND,ND,0,0,ND,2,0,0,0,1,185,1,1,1,ND,ND,ND,ND,0,0,0,2,0,0,0,1,185,1,1,1,ND,ND,ND,ND,0,0,0
26054,San Javier,3,0,0,0,ND,125,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,28,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,28,0,0,0,2,160,2,1,1,ND,ND,ND,ND,0,0,ND,28,0,0,0,2,160,2,1,1,ND,ND,ND,ND,0,0,0,28,0,0,0,2,160,2,1,1,ND,ND,ND,ND,0,0,0
26055,San Luis Río Colorado,41,0,0,0,ND,55670,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,70,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,70,0,0,0,17,55223,17,2,2,ND,ND,ND,ND,0,0,ND,70,0,0,0,17,55749,17,2,2,ND,ND,ND,ND,0,0,0,70,0,0,0,17,57896,17,2,2,ND,ND,ND,ND,0,0,0
26056,San Miguel de Horcasitas,10,0,0,0,ND,1846,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,39,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,39,0,0,0,5,218,5,2,2,ND,ND,ND,ND,0,0,ND,39,0,0,0,5,163,5,2,2,ND,ND,ND,ND,0,0,0,39,0,0,0,5,231,5,2,2,ND,ND,ND,ND,0,0,0
26057,San Pedro de la Cueva,4,0,0,0,ND,840,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,6,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,6,0,0,0,6,636,6,2,2,ND,ND,ND,ND,0,0,ND,6,0,0,0,5,634,5,2,2,ND,ND,ND,ND,0,0,0,6,0,0,0,5,639,5,2,2,ND,ND,ND,ND,0,0,0
26058,Santa Ana,17,0,0,0,ND,4465,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,111,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,111,0,0,0,10,3250,10,4,4,ND,ND,ND,ND,0,0,ND,111,0,0,0,10,3250,10,4,4,ND,ND,ND,ND,0,0,0,111,0,0,0,10,3345,10,4,4,ND,ND,ND,ND,0,0,0
26059,Santa Cruz,4,0,0,0,ND,537,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,7,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,7,0,0,0,3,621,3,1,1,ND,ND,ND,ND,0,0,ND,7,0,0,0,3,403,3,1,1,ND,ND,ND,ND,0,0,0,7,0,0,0,2,408,3,1,1,ND,ND,ND,ND,0,0,0
26060,Sáric,4,0,0,0,ND,765,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,76,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,76,0,0,0,1,286,1,1,1,ND,ND,ND,ND,0,0,ND,76,0,0,0,1,286,1,1,1,ND,ND,ND,ND,0,0,0,76,0,0,0,1,286,1,1,1,ND,ND,ND,ND,0,0,0
26061,Soyopa,1,0,0,0,ND,84,ND,ND,ND,ND,ND,ND,ND,3022,2418,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,3022,2418,ND,9,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,3022,2418,ND,9,0,0,0,6,89,6,1,1,ND,ND,ND,ND,3022,2418,ND,9,0,0,0,6,89,6,1,1,ND,ND,ND,ND,3022,2418,ND,9,0,0,0,6,89,6,1,1,ND,ND,ND,ND,3022,2418,ND
26062,Suaqui Grande,1,0,0,0,ND,334,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,24,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,24,0,0,0,0,368,0,0,0,ND,ND,ND,ND,0,0,ND,24,0,0,0,1,375,1,1,1,ND,ND,ND,ND,0,0,0,24,0,0,0,1,375,1,1,1,ND,ND,ND,ND,0,0,0
26063,Tepache,4,0,0,0,ND,536,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,7,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,7,0,0,0,1,563,1,1,1,ND,ND,ND,ND,0,0,ND,7,0,0,0,2,591,2,1,1,ND,ND,ND,ND,0,0,0,7,0,0,0,1,551,2,1,1,ND,ND,ND,ND,0,0,0
26064,Trincheras,6,0,0,0,ND,462,ND,ND,ND,ND,ND,ND,ND,0,0,ND,ND,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,111,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,ND,111,0,0,0,4,365,4,1,1,ND,ND,ND,ND,0,0,ND,111,0,0,0,5,363,5,1,1,ND,ND,ND,ND,0,0,0,111,0,0,0,5,379,5,1,1,ND,ND,ND,ND,0,0,0
